instance_id,rdf:type,oa:hasTarget,oa:hasBodyValue,prov:wasGeneratedBy
viewsari:annotation_25281,"oa:Annotation, prov:Entity",viewsari:textchunk_25281,"his friends, two painters of whom I shall make brief mention here, because they were such that they deserve to have a place among these rare intellects, on account of some works executed by them that were truly worthy to be extolled. One was Jacone",viewsari:cooccurrence_extraction_jac-san_1
viewsari:annotation_25282,"oa:Annotation, prov:Entity",viewsari:textchunk_25282,"Jacone, the goldsmith Piloto",viewsari:cooccurrence_extraction_jac-pil_1
viewsari:annotation_25283,"oa:Annotation, prov:Entity",viewsari:textchunk_25283,him in matters of art. Francesco,viewsari:cooccurrence_extraction_sar-ube_1
viewsari:annotation_25284,"oa:Annotation, prov:Entity",viewsari:textchunk_25284,"himself by means of some friends under Boccaccino, who was at that time executing in the same church, likewise in fresco, some stories of the Madonna, as has been said in his",viewsari:cooccurrence_extraction_boc-gar_1
viewsari:annotation_25285,"oa:Annotation, prov:Entity",viewsari:textchunk_25285,himself was working. But Benvenuto,viewsari:cooccurrence_extraction_cos-gar_1
viewsari:annotation_25286,"oa:Annotation, prov:Entity",viewsari:textchunk_25286,"Raffaello, he",viewsari:cooccurrence_extraction_gar-san_1
viewsari:annotation_25287,"oa:Annotation, prov:Entity",viewsari:textchunk_25287,"Benvenuto, he",viewsari:cooccurrence_extraction_car-gar_1
viewsari:annotation_25288,"oa:Annotation, prov:Entity",viewsari:textchunk_25288,"Correggio, Girolamo",viewsari:cooccurrence_extraction_car-cor_1
viewsari:annotation_25289,"oa:Annotation, prov:Entity",viewsari:textchunk_25289,"Benvenuto, he began to think that he should be removed by his father from those base labours; but Tommaso, as one who had need of money, would do nothing of the kind, and Girolamo resolved at all costs to leave him. And so he went to Bologna, where he received no little favour from the gentlemen of that city; wherefore, having made some portraits, which were passing good likenesses, he acquired so much credit that he earned much money and assisted his father more while living at Bologna than he had done when staying in Ferrara. At that time there was brought to the house of the noble Counts Ercolani at Bologna a picture by the hand of Antonio da Correggio",viewsari:cooccurrence_extraction_cor-gar_1
viewsari:annotation_25290,"oa:Annotation, prov:Entity",viewsari:textchunk_25290,he would deserve praise and the name of an excellent painter; and Girolamo,viewsari:cooccurrence_extraction_car-dos_1
viewsari:annotation_25291,"oa:Annotation, prov:Entity",viewsari:textchunk_25291,"Girolamo, by means of Tiziano",viewsari:cooccurrence_extraction_car-vec_1_02
viewsari:annotation_25292,"oa:Annotation, prov:Entity",viewsari:textchunk_25292,"he would deserve praise and the name of an excellent painter; and Girolamo, by means of Tiziano",viewsari:cooccurrence_extraction_dos-vec_1
viewsari:annotation_25293,"oa:Annotation, prov:Entity",viewsari:textchunk_25293,"his death, and Giulio Romano",viewsari:cooccurrence_extraction_maz-rom_1_01
viewsari:annotation_25294,"oa:Annotation, prov:Entity",viewsari:textchunk_25294,"his death, and Giulio Romano",viewsari:cooccurrence_extraction_maz-rom_1_02
viewsari:annotation_25295,"oa:Annotation, prov:Entity",viewsari:textchunk_25295,"himself. The same Giovan Battista has caused Domenico Brusciasorzi to execute after his design for S. Barbara, the church of the Duke's Castle, an altar-piece in oils truly worthy to be praised, in which is the Martyrdom of that Saint. And, in addition, having studied Vitruvius",viewsari:cooccurrence_extraction_rom-vit_1
viewsari:annotation_25296,"oa:Annotation, prov:Entity",viewsari:textchunk_25296,"the same Giulio. There are, then, works by Fermo Ghisoni, such as a Nativity of Christ, two altar-pieces by Girolamo Mazzuoli, three by Lattanzio Gambara of Brescia, and three others by Paolo Veronese, which are the best. In the same place, at the head of the refectory, by the hand of a certain Fra Girolamo, a lay-brother of S. Dominic, as has been related elsewhere, is a picture in oils which is a copy of the very beautiful Last Supper that Leonardo",viewsari:cooccurrence_extraction_rom-vin_1
viewsari:annotation_25297,"oa:Annotation, prov:Entity",viewsari:textchunk_25297,"he painted a standing figure armed in the ancient fashion, much better than any of the others that were executed there by many painters about the same time. After the death of Bonifazio, who left unfinished the above-mentioned stories of Christ in the Duomo of Cremona",viewsari:cooccurrence_extraction_bem-mel_1
viewsari:annotation_25298,"oa:Annotation, prov:Entity",viewsari:textchunk_25298,"he painted a standing figure armed in the ancient fashion, much better than any of the others that were executed there by many painters about the same time. After the death of Bonifazio, who left unfinished the above-mentioned stories of Christ in the Duomo of Cremona, Giovanni Antonio Licinio of Pordenone",viewsari:cooccurrence_extraction_lic-mel_1
viewsari:annotation_25299,"oa:Annotation, prov:Entity",viewsari:textchunk_25299,"he painted a standing figure armed in the ancient fashion, much better than any of the others that were executed there by many painters about the same time. After the death of Bonifazio, who left unfinished the above-mentioned stories of Christ in the Duomo of Cremona, Giovanni Antonio Licinio of Pordenone, called in Cremona De' Sacchi, finished those stories begun by Bonifazio, painting there in fresco five scenes of the Passion of Christ with a grand manner in the figures, bold colouring, and foreshortenings that have vivacity and force; all which things taught the good method of painting to the Cremonese, and not in fresco only, but likewise in oils, for the reason that in the same Duomo, placed against a pilaster in the centre of the church, is an altar-piece by the hand of Pordenone that is very beautiful. Camillo, the son of Boccaccino",viewsari:cooccurrence_extraction_boc-mel_1_01
viewsari:annotation_25300,"oa:Annotation, prov:Entity",viewsari:textchunk_25300,"he painted a standing figure armed in the ancient fashion, much better than any of the others that were executed there by many painters about the same time. After the death of Bonifazio, who left unfinished the above-mentioned stories of Christ in the Duomo of Cremona, Giovanni Antonio Licinio of Pordenone, called in Cremona De' Sacchi, finished those stories begun by Bonifazio, painting there in fresco five scenes of the Passion of Christ with a grand manner in the figures, bold colouring, and foreshortenings that have vivacity and force; all which things taught the good method of painting to the Cremonese, and not in fresco only, but likewise in oils, for the reason that in the same Duomo, placed against a pilaster in the centre of the church, is an altar-piece by the hand of Pordenone that is very beautiful. Camillo, the son of Boccaccino",viewsari:cooccurrence_extraction_boc-mel_1_02
viewsari:annotation_25301,"oa:Annotation, prov:Entity",viewsari:textchunk_25301,"Pordenone, called in Cremona De' Sacchi, finished those stories begun by Bonifazio",viewsari:cooccurrence_extraction_bem-lic_1
viewsari:annotation_25302,"oa:Annotation, prov:Entity",viewsari:textchunk_25302,"Bonifazio, painting there in fresco five scenes of the Passion of Christ with a grand manner in the figures, bold colouring, and foreshortenings that have vivacity and force; all which things taught the good method of painting to the Cremonese, and not in fresco only, but likewise in oils, for the reason that in the same Duomo, placed against a pilaster in the centre of the church, is an altar-piece by the hand of Pordenone that is very beautiful. Camillo, the son of Boccaccino",viewsari:cooccurrence_extraction_bem-boc_1_01
viewsari:annotation_25303,"oa:Annotation, prov:Entity",viewsari:textchunk_25303,"Bonifazio, painting there in fresco five scenes of the Passion of Christ with a grand manner in the figures, bold colouring, and foreshortenings that have vivacity and force; all which things taught the good method of painting to the Cremonese, and not in fresco only, but likewise in oils, for the reason that in the same Duomo, placed against a pilaster in the centre of the church, is an altar-piece by the hand of Pordenone that is very beautiful. Camillo, the son of Boccaccino",viewsari:cooccurrence_extraction_bem-boc_1_02
viewsari:annotation_25304,"oa:Annotation, prov:Entity",viewsari:textchunk_25304,"Pordenone that is very beautiful. Camillo, the son of Boccaccino",viewsari:cooccurrence_extraction_boc-lic_1_01
viewsari:annotation_25305,"oa:Annotation, prov:Entity",viewsari:textchunk_25305,"Pordenone that is very beautiful. Camillo, the son of Boccaccino",viewsari:cooccurrence_extraction_boc-lic_1_02
viewsari:annotation_25306,"oa:Annotation, prov:Entity",viewsari:textchunk_25306,"Pordenone had left unfinished, wherein he",viewsari:cooccurrence_extraction_lic-soi_1
viewsari:annotation_25307,"oa:Annotation, prov:Entity",viewsari:textchunk_25307,"that Girolamo was Alessandro Moretto, who painted in fresco, under the arch of the Porta Brusciata, the Translation of the bodies of SS. Faustino and Jovita, with some groups of figures that are accompanying those bodies, all very well done. For S. Nazzaro, also in Brescia, he executed certain works, and others for S. Celso, which are passing good, and an altar-piece for S. Piero in Oliveto, which is full of charm. At Milan, in the house of the Mint, there is a picture by the hand of that same Alessandro with the Conversion of S. Paul, and other heads that are very natural, with beautiful adornments of draperies and vestments, for the reason that he much delighted to counterfeit cloth of gold and of silver, velvets, damasks, and other draperies of every kind, which he used to place on the figures with great diligence. The heads by the hand of that master are very lifelike, and hold to the manner of Raffaello da Urbino",viewsari:cooccurrence_extraction_rom-san_1_02
viewsari:annotation_25308,"oa:Annotation, prov:Entity",viewsari:textchunk_25308,him Bramante,viewsari:cooccurrence_extraction_bra-urb_1
viewsari:annotation_25309,"oa:Annotation, prov:Entity",viewsari:textchunk_25309,"David, who had been much beloved by Domenico, and who loved him equally, both living and dead",viewsari:cooccurrence_extraction_ghi-ghi_2
viewsari:annotation_25310,"oa:Annotation, prov:Entity",viewsari:textchunk_25310,"his brother Benedetto, many works begun by Domenico",viewsari:cooccurrence_extraction_ghi-ghi_1_05
viewsari:annotation_25311,"oa:Annotation, prov:Entity",viewsari:textchunk_25311,his brother Benedetto,viewsari:cooccurrence_extraction_ghi-ghi_1_06
viewsari:annotation_25312,"oa:Annotation, prov:Entity",viewsari:textchunk_25312,he sought in many ways to attract Ridolfo,viewsari:cooccurrence_extraction_ghi-san_2
viewsari:annotation_25313,"oa:Annotation, prov:Entity",viewsari:textchunk_25313,"his friends, Poggino, Scheggia, and Nunziata",viewsari:cooccurrence_extraction_ghi-nun_1
viewsari:annotation_25314,"oa:Annotation, prov:Entity",viewsari:textchunk_25314,his Life. Ridolfo,viewsari:cooccurrence_extraction_alb-ghi_1
viewsari:annotation_25315,"oa:Annotation, prov:Entity",viewsari:textchunk_25315,"Domenico come to life again, as it were, in Ridolfo",viewsari:cooccurrence_extraction_ghi-ghi_1_07
viewsari:annotation_25316,"oa:Annotation, prov:Entity",viewsari:textchunk_25316,his master,viewsari:cooccurrence_extraction_ghi-ghi_1_08
viewsari:annotation_25317,"oa:Annotation, prov:Entity",viewsari:textchunk_25317,"him, the boy heard the works of Michelagnolo and Raffaello",viewsari:cooccurrence_extraction_cas-san_1
viewsari:annotation_25318,"oa:Annotation, prov:Entity",viewsari:textchunk_25318,"Raffaello, determined, like a young man of fine intelligence, that he",viewsari:cooccurrence_extraction_gio-san_1_05
viewsari:annotation_25319,"oa:Annotation, prov:Entity",viewsari:textchunk_25319,"Raffaello, determined, like a young man of fine intelligence, that he",viewsari:cooccurrence_extraction_udi-san_3
viewsari:annotation_25320,"oa:Annotation, prov:Entity",viewsari:textchunk_25320,"he filled a book with them, which was so well varied and so beautiful, that it was a recreation and a delight to Raffaello. Living with Raffaello was a Fleming called Giovanni, who was an excellent master in depicting fruits, leaves, and flowers with a very faithful and pleasing likeness to nature, although in a manner a little dry and laboured; and from him Giovanni da Udine",viewsari:cooccurrence_extraction_gio-udi_1
viewsari:annotation_25322,"oa:Annotation, prov:Entity",viewsari:textchunk_25322,his master,viewsari:cooccurrence_extraction_san-udi_4
viewsari:annotation_25323,"oa:Annotation, prov:Entity",viewsari:textchunk_25323,he and Perino del Vaga,viewsari:cooccurrence_extraction_udi-vag_2
viewsari:annotation_25324,"oa:Annotation, prov:Entity",viewsari:textchunk_25324,Michelagnolo that he,viewsari:cooccurrence_extraction_buo-fra_1_01
viewsari:annotation_25325,"oa:Annotation, prov:Entity",viewsari:textchunk_25325,"San Gallo, he so contrived that Battista",viewsari:cooccurrence_extraction_fra-san_1_02
viewsari:annotation_25326,"oa:Annotation, prov:Entity",viewsari:textchunk_25326,"Michelagnolo; and, what was more, he would not for a time set himself to paint or to do any other thing but draw. But in the year 1536, festive preparations of a grand and sumptuous kind being arranged by Antonio da San Gallo",viewsari:cooccurrence_extraction_buo-san_2_02
viewsari:annotation_25327,"oa:Annotation, prov:Entity",viewsari:textchunk_25327,himself superior to Francesco,viewsari:cooccurrence_extraction_fra-sal_1
viewsari:annotation_25328,"oa:Annotation, prov:Entity",viewsari:textchunk_25328,Genga and Battista,viewsari:cooccurrence_extraction_fra-gen_1
viewsari:annotation_25329,"oa:Annotation, prov:Entity",viewsari:textchunk_25329,Battista and Ammanati,viewsari:cooccurrence_extraction_amm-fra_1
viewsari:annotation_25330,"oa:Annotation, prov:Entity",viewsari:textchunk_25330,Sansovino; and Battista,viewsari:cooccurrence_extraction_fra-san_1_03
viewsari:annotation_25331,"oa:Annotation, prov:Entity",viewsari:textchunk_25331,"Orazio, the son of Tiziano, another, Tintoretto",viewsari:cooccurrence_extraction_tin-vec_1_01
viewsari:annotation_25332,"oa:Annotation, prov:Entity",viewsari:textchunk_25332,"Tiziano, another, Tintoretto",viewsari:cooccurrence_extraction_tin-vec_1_02
viewsari:annotation_25333,"oa:Annotation, prov:Entity",viewsari:textchunk_25333,Jacopo Tintoretto and Paolo Veronese,viewsari:cooccurrence_extraction_cal-tin_1
viewsari:annotation_25334,"oa:Annotation, prov:Entity",viewsari:textchunk_25334,"Orazio, the son of Tiziano, another",viewsari:cooccurrence_extraction_vec-vec_1
viewsari:annotation_25335,"oa:Annotation, prov:Entity",viewsari:textchunk_25335,"his father Tiziano. Beside these Paolo Veronese, of whom there has been an account in the Life of Michele San Michele",viewsari:cooccurrence_extraction_cal-vec_1_01
viewsari:annotation_25336,"oa:Annotation, prov:Entity",viewsari:textchunk_25336,"his father Tiziano. Beside these Paolo Veronese, of whom there has been an account in the Life of Michele San Michele",viewsari:cooccurrence_extraction_cal-vec_1_02
viewsari:annotation_25337,"oa:Annotation, prov:Entity",viewsari:textchunk_25337,"his brother, painters of Brescia, painted the ceiling, Tintoretto",viewsari:cooccurrence_extraction_ros-tin_1
viewsari:annotation_25338,"oa:Annotation, prov:Entity",viewsari:textchunk_25338,Paolo Veronese and Battista Farinato,viewsari:cooccurrence_extraction_cal-far_1
viewsari:annotation_25339,"oa:Annotation, prov:Entity",viewsari:textchunk_25339,himself to him,viewsari:cooccurrence_extraction_rus-vin_1
viewsari:annotation_25340,"oa:Annotation, prov:Entity",viewsari:textchunk_25340,Andrea had gone to work in Venice. Rustici,viewsari:cooccurrence_extraction_rus-ver_1
viewsari:annotation_25341,"oa:Annotation, prov:Entity",viewsari:textchunk_25341,"Andrea del Verrocchio, with whom there was also working Leonardo da Vinci, a rare youth and gifted with infinite parts",viewsari:cooccurrence_extraction_ver-vin_3
viewsari:annotation_25342,"oa:Annotation, prov:Entity",viewsari:textchunk_25342,"Contucci of Sansovino those that were to be set up in place of the old ones over the door that faces towards the Misericordia, allotted to Rustici",viewsari:cooccurrence_extraction_con-rus_1
viewsari:annotation_25343,"oa:Annotation, prov:Entity",viewsari:textchunk_25343,"Francesco del Tadda with Maestro Andrea, a sculptor of Fiesole",viewsari:cooccurrence_extraction_mon-tad_1
viewsari:annotation_25344,"oa:Annotation, prov:Entity",viewsari:textchunk_25344,"Francesco, particularly because Michelagnolo Buonarroti",viewsari:cooccurrence_extraction_buo-sal_1
viewsari:annotation_25345,"oa:Annotation, prov:Entity",viewsari:textchunk_25345,"his master's drawings in secret to Francesco, who had no greater desire than to obtain and study them, as he did day and night. Afterwards Giorgio was placed by the Magnificent Ippolito with Baccio Bandinelli, who was pleased to have the boy with him and to teach him",viewsari:cooccurrence_extraction_ban-buo_4
viewsari:annotation_25346,"oa:Annotation, prov:Entity",viewsari:textchunk_25346,him and to teach him; and Vasari contrived to obtain Francesco,viewsari:cooccurrence_extraction_ban-sal_1
viewsari:annotation_25347,"oa:Annotation, prov:Entity",viewsari:textchunk_25347,he and Nannoccio went to work with Andrea del Sarto,viewsari:cooccurrence_extraction_sal-sar_2
viewsari:annotation_25348,"oa:Annotation, prov:Entity",viewsari:textchunk_25348,his friend Giorgio Vasari,viewsari:cooccurrence_extraction_sal-vas_1
viewsari:annotation_25349,"oa:Annotation, prov:Entity",viewsari:textchunk_25349,"him all the time that the siege lasted, but in such discomfort, that they repented that they had not followed Giorgio, who spent that year in Pisa with the goldsmith Manno, giving his",viewsari:cooccurrence_extraction_sar-vas_1
viewsari:annotation_25350,"oa:Annotation, prov:Entity",viewsari:textchunk_25350,he allowed Tasso,viewsari:cooccurrence_extraction_sal-tas_1
viewsari:annotation_25351,"oa:Annotation, prov:Entity",viewsari:textchunk_25351,"Francesco, he",viewsari:cooccurrence_extraction_con-sal_1
viewsari:annotation_25352,"oa:Annotation, prov:Entity",viewsari:textchunk_25352,"Daniello, saying that he",viewsari:cooccurrence_extraction_buo-ric_1
viewsari:annotation_25353,"oa:Annotation, prov:Entity",viewsari:textchunk_25353,Daniello and Francesco,viewsari:cooccurrence_extraction_ric-sal_1
viewsari:annotation_25354,"oa:Annotation, prov:Entity",viewsari:textchunk_25354,"Pirro Ligorio, who at first had much favoured Francesco, and would have continued to favour him",viewsari:cooccurrence_extraction_lig-sal_1
viewsari:annotation_25355,"oa:Annotation, prov:Entity",viewsari:textchunk_25355,that worthy man and excellent craftsman. Very dear to him,viewsari:cooccurrence_extraction_man-pra_1
viewsari:annotation_25356,"oa:Annotation, prov:Entity",viewsari:textchunk_25356,that worthy man and excellent craftsman. Very dear to him,viewsari:cooccurrence_extraction_man-sal_1
viewsari:annotation_25357,"oa:Annotation, prov:Entity",viewsari:textchunk_25357,"that worthy man and excellent craftsman. Very dear to him, likewise, was the above-mentioned Avveduto dell'Avveduto, a dresser of minever-furs, who was the most loving and most faithful friend that Francesco ever had; and if he",viewsari:cooccurrence_extraction_man-sal_2
viewsari:annotation_25358,"oa:Annotation, prov:Entity",viewsari:textchunk_25358,"Francesco died, Salviati",viewsari:cooccurrence_extraction_pra-sal_1_01
viewsari:annotation_25360,"oa:Annotation, prov:Entity",viewsari:textchunk_25360,"he studied design while still a child; which Francesco was a man of most beautiful genius, and drew better than any other goldsmith of his time; and he was not inferior to his father Girolamo, who executed every kind of work with plates of silver better than any of his rivals",viewsari:cooccurrence_extraction_pra-sal_1_02
viewsari:annotation_25361,"oa:Annotation, prov:Entity",viewsari:textchunk_25361,"his father Girolamo, who executed every kind of work with plates of silver better than any of his rivals",viewsari:cooccurrence_extraction_pra-pra_1
viewsari:annotation_25362,"oa:Annotation, prov:Entity",viewsari:textchunk_25362,"his father Girolamo, who executed every kind of work with plates of silver better than any of his rivals",viewsari:cooccurrence_extraction_sal-pra_2
viewsari:annotation_25363,"oa:Annotation, prov:Entity",viewsari:textchunk_25363,"one Domenico Romano, who was of great assistance to him in the hall that he painted in Florence, and in other works",viewsari:cooccurrence_extraction_rom-sal_1
viewsari:annotation_25364,"oa:Annotation, prov:Entity",viewsari:textchunk_25364,Daniello was set in his,viewsari:cooccurrence_extraction_ric-vag_1
viewsari:annotation_25365,"oa:Annotation, prov:Entity",viewsari:textchunk_25365,Daniello; which Giulio,viewsari:cooccurrence_extraction_maz-ric_1
viewsari:annotation_25366,"oa:Annotation, prov:Entity",viewsari:textchunk_25366,a male child to whom he gave the name of Taddeo,viewsari:cooccurrence_extraction_zuc-zuc_1_01
viewsari:annotation_25367,"oa:Annotation, prov:Entity",viewsari:textchunk_25367,"his father as he might wish, he went off all alone, at the age of fourteen, to Rome. There, at first, not being known by anyone, and himself knowing no one, he suffered some hardships; and, if he did know one or two persons, he was treated worse by them than by the others. Thus, having approached Francesco, called Sant'Agnolo, who was working by the day at grotesques under Perino del Vaga",viewsari:cooccurrence_extraction_san-zuc_1_01
viewsari:annotation_25368,"oa:Annotation, prov:Entity",viewsari:textchunk_25368,himself to him,viewsari:cooccurrence_extraction_san-zuc_1_02
viewsari:annotation_25369,"oa:Annotation, prov:Entity",viewsari:textchunk_25369,"him, he",viewsari:cooccurrence_extraction_por-zuc_1
viewsari:annotation_25370,"oa:Annotation, prov:Entity",viewsari:textchunk_25370,"Correggio and Parmigiano, and with what softness they executed their paintings, he had such experience that, imparting it to Taddeo",viewsari:cooccurrence_extraction_cor-zuc_1
viewsari:annotation_25371,"oa:Annotation, prov:Entity",viewsari:textchunk_25371,his having seen the methods of Correggio,viewsari:cooccurrence_extraction_cor-por_1
viewsari:annotation_25372,"oa:Annotation, prov:Entity",viewsari:textchunk_25372,Francesco proposed Taddeo,viewsari:cooccurrence_extraction_maz-zuc_1
viewsari:annotation_25373,"oa:Annotation, prov:Entity",viewsari:textchunk_25373,Francesco proposed Taddeo,viewsari:cooccurrence_extraction_san-zuc_2
viewsari:annotation_25374,"oa:Annotation, prov:Entity",viewsari:textchunk_25374,him Federigo,viewsari:cooccurrence_extraction_zuc-zuc_1_02
viewsari:annotation_25375,"oa:Annotation, prov:Entity",viewsari:textchunk_25375,himself not a little of Taddeo,viewsari:cooccurrence_extraction_fon-zuc_1
viewsari:annotation_25376,"oa:Annotation, prov:Entity",viewsari:textchunk_25376,Salviati by their foul calumnies; and although Taddeo,viewsari:cooccurrence_extraction_sal-zuc_1
viewsari:annotation_25377,"oa:Annotation, prov:Entity",viewsari:textchunk_25377,Federigo went with him,viewsari:cooccurrence_extraction_pal-zuc_1_01
viewsari:annotation_25378,"oa:Annotation, prov:Entity",viewsari:textchunk_25378,"him in order to see that country; and there he drew many things that pleased him. Then, after having seen many things in Verona and in many other cities of Lombardy, he finally made his way to Florence, at the very time when festive preparations, rich and marvellous, were being made for the coming of Queen Joanna of Austria. Having arrived there, he executed, after the desire of the Lord Duke, a most beautiful and fanciful Hunt in colours on a vast canvas that covered the stage at the end of the Hall, and some scenes in chiaroscuro for an arch; all which gave infinite satisfaction. From Florence he went to Sant' Agnolo, to revisit his relatives and friends, and finally he arrived in Rome on the 16th of the January following; but he was of little assistance to Taddeo",viewsari:cooccurrence_extraction_pal-zuc_1_02
viewsari:annotation_25379,"oa:Annotation, prov:Entity",viewsari:textchunk_25379,"Raffaello da Urbino, his fellow-countryman",viewsari:cooccurrence_extraction_san-zuc_1_03
viewsari:annotation_25380,"oa:Annotation, prov:Entity",viewsari:textchunk_25380,"Federigo in the Ritonda of Rome, near the tabernacle where Raffaello da Urbino, his fellow-countryman",viewsari:cooccurrence_extraction_san-zuc_1_04
viewsari:annotation_25381,"oa:Annotation, prov:Entity",viewsari:textchunk_25381,Vignuola with him,viewsari:cooccurrence_extraction_bar-pri_1
viewsari:annotation_25382,"oa:Annotation, prov:Entity",viewsari:textchunk_25382,"Granacci, loving Michelagnolo",viewsari:cooccurrence_extraction_buo-gra_2
viewsari:annotation_25383,"oa:Annotation, prov:Entity",viewsari:textchunk_25383,"Francesco Granacci, who, likewise a lad, had placed himself with Domenico Ghirlandajo in order to learn the art of painting",viewsari:cooccurrence_extraction_ghi-gra_2
viewsari:annotation_25384,"oa:Annotation, prov:Entity",viewsari:textchunk_25384,him that he,viewsari:cooccurrence_extraction_buo-ghi_2_01
viewsari:annotation_25385,"oa:Annotation, prov:Entity",viewsari:textchunk_25385,his master Donato,viewsari:cooccurrence_extraction_ber-don_1
viewsari:annotation_25386,"oa:Annotation, prov:Entity",viewsari:textchunk_25386,"him. Now Lorenzo, who bore a very great love to painting and to sculpture, was grieved that there were not to be found in his time sculptors noble and famous enough to equal the many painters of the highest merit and reputation, and he determined, as I have said, to found a school. To this end he besought Domenico Ghirlandajo",viewsari:cooccurrence_extraction_ber-ghi_1
viewsari:annotation_25387,"oa:Annotation, prov:Entity",viewsari:textchunk_25387,"him. Now Lorenzo, who bore a very great love to painting and to sculpture, was grieved that there were not to be found in his time sculptors noble and famous enough to equal the many painters of the highest merit and reputation, and he determined, as I have said, to found a school. To this end he besought Domenico Ghirlandajo that, if he had among the young men in his workshop any that were inclined to sculpture, he might send them to his garden, where he wished to train and form them in such a manner as might do honour to himself, to Domenico, and to the whole city. Whereupon there were given to him by Domenico as the best of his young men, among others, Michelagnolo",viewsari:cooccurrence_extraction_ber-buo_1
viewsari:annotation_25388,"oa:Annotation, prov:Entity",viewsari:textchunk_25388,"his master Donato, but also on account of many castings in bronze that he had executed himself, of battles and certain other small works, in the execution of which there was no one to be found in Florence at that time who surpassed him. Now Lorenzo, who bore a very great love to painting and to sculpture, was grieved that there were not to be found in his time sculptors noble and famous enough to equal the many painters of the highest merit and reputation, and he determined, as I have said, to found a school. To this end he besought Domenico Ghirlandajo",viewsari:cooccurrence_extraction_don-ghi_1_03
viewsari:annotation_25389,"oa:Annotation, prov:Entity",viewsari:textchunk_25389,"his right hand, were figures considerably larger than life of the most famous and most highly celebrated sculptors and painters of antiquity. Each of these could be recognized by some notable sign; Praxiteles by the Satyr that is in the Vigna of Pope Julius III, Apelles by the portrait of Alexander the Great, Zeuxis by a little panel on which were figured the grapes that deceived the birds, and Parrhasius with the covering counterfeited in painting over his picture; and, even as these, so the others were known by other signs. On the left hand were those who have been illustrious in these arts in our own centuries, from Cimabue to the present day. Thus Giotto could be recognized there by a little panel on which was seen the portrait of Dante as a young man, in the manner in which he may be seen in S. Croce, painted by Giotto himself; Masaccio by his portrait from life, Donatello",viewsari:cooccurrence_extraction_buo-don_2
viewsari:annotation_25390,"oa:Annotation, prov:Entity",viewsari:textchunk_25390,him more honoured than himself,viewsari:cooccurrence_extraction_buo-tor_2
viewsari:annotation_25391,"oa:Annotation, prov:Entity",viewsari:textchunk_25391,"Leonardo, taking as his",viewsari:cooccurrence_extraction_buo-vin_3
viewsari:annotation_25392,"oa:Annotation, prov:Entity",viewsari:textchunk_25392,"Michelagnolo, he",viewsari:cooccurrence_extraction_buo-fra_1_02
viewsari:annotation_25393,"oa:Annotation, prov:Entity",viewsari:textchunk_25393,Raffaello in Michelagnolo's,viewsari:cooccurrence_extraction_buo-san_3_01
viewsari:annotation_25394,"oa:Annotation, prov:Entity",viewsari:textchunk_25394,Bramante how he,viewsari:cooccurrence_extraction_buo-urb_2
viewsari:annotation_25395,"oa:Annotation, prov:Entity",viewsari:textchunk_25395,Bramante caused to be seen by Raffaello Sanzio of Urbino,viewsari:cooccurrence_extraction_san-urb_3
viewsari:annotation_25396,"oa:Annotation, prov:Entity",viewsari:textchunk_25396,"him, and he",viewsari:cooccurrence_extraction_buo-san_2_03
viewsari:annotation_25397,"oa:Annotation, prov:Entity",viewsari:textchunk_25397,he was his,viewsari:cooccurrence_extraction_buo-san_1_05
viewsari:annotation_25398,"oa:Annotation, prov:Entity",viewsari:textchunk_25398,"Michelagnolo was then summoned to Rome by Pope Clement VII, who had made a beginning with the library of S. Lorenzo and also the new sacristy, in which he proposed to place the marble tombs that he was having made for his forefathers; and he resolved that Vasari should go to work with Andrea del Sarto",viewsari:cooccurrence_extraction_buo-sar_1
viewsari:annotation_25399,"oa:Annotation, prov:Entity",viewsari:textchunk_25399,Baccio. But Michelagnolo,viewsari:cooccurrence_extraction_ban-buo_5
viewsari:annotation_25400,"oa:Annotation, prov:Entity",viewsari:textchunk_25400,"his models by the hands of the Florentines Carota and Tasso, excellent carvers and also masters of carpentry; and likewise the shelves for the books, which were executed at that time by Battista del Cinque",viewsari:cooccurrence_extraction_buo-cin_1
viewsari:annotation_25401,"oa:Annotation, prov:Entity",viewsari:textchunk_25401,himself in those of his,viewsari:cooccurrence_extraction_buo-mon_2
viewsari:annotation_25402,"oa:Annotation, prov:Entity",viewsari:textchunk_25402,"San Gallo, Michelagnolo",viewsari:cooccurrence_extraction_buo-san_3_02
viewsari:annotation_25403,"oa:Annotation, prov:Entity",viewsari:textchunk_25403,"Bramante, and left by Antonio da San Gallo",viewsari:cooccurrence_extraction_san-urb_2_03
viewsari:annotation_25404,"oa:Annotation, prov:Entity",viewsari:textchunk_25404,Michelagnolo put him,viewsari:cooccurrence_extraction_buo-por_1
viewsari:annotation_25405,"oa:Annotation, prov:Entity",viewsari:textchunk_25405,Michelagnolo. His,viewsari:cooccurrence_extraction_big-buo_1
viewsari:annotation_25406,"oa:Annotation, prov:Entity",viewsari:textchunk_25406,"himself in those of his own tomb of Julius II, and he was content, rather, that they should be entrusted to Bartolommeo Ammanati, whom Vasari had proposed, although Buonarroti had something of a private grievance against him, as also against Nanni di Baccio Bigio",viewsari:cooccurrence_extraction_big-mon_1
viewsari:annotation_25407,"oa:Annotation, prov:Entity",viewsari:textchunk_25407,Tribolo finally asked him,viewsari:cooccurrence_extraction_buo-tri_3
